brand,model,model_year,milage,fuel_type,engine,ext_col,int_col,accident,price
Porsche,911 Carrera 4S,2017,31500,Gasoline,420.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,Blue,Red,True,97555
BMW,X1 xDrive 28i,2015,85766,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Gray,Black,True,13000
GMC,Yukon Denali,2018,92800,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,White,Black,True,34000
Land,Rover Defender SE,2021,13970,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Gray,Black,True,75500
Porsche,911 Turbo S,2023,154,Gasoline,3.8L H6 24V GDI DOHC Twin Turbo,Python Green,Black,True,274900
Toyota,Land Cruiser Base,2000,265000,Gasoline,230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Black,Beige,True,15500
Scion,xB Base,2011,95426,Gasoline,158.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Green,Gray,True,8000
Honda,S2000 Base,2001,119900,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Black,Red,True,18000
Mazda,CX-30 Select,2020,23162,Gasoline,2.5L I4 16V GDI DOHC,Soul Red Crystal Metallic,Black,True,25495
BMW,M4 Competition,2023,3950,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,White,Blue,True,83500
Porsche,911 Carrera 4S,2006,80000,Gasoline,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Black,Beige,True,43000
Ford,F-250 Lariat,2015,94634,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,White,Black,True,32500
Chevrolet,Corvette Base,2007,65000,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Silver,Beige,True,33885
Lexus,LS 460 L,2008,100000,Gasoline,380.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Black,Black,True,11500
Toyota,Sienna XSE 25th,2023,500,Hybrid,245.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,White,Black,True,59500
Mercedes-Benz,AMG G 63,2021,7856,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,China Blue,Black,True,425000
Audi,A4 2.0T Premium,2011,181000,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,White,Black,True,5500
Mercedes-Benz,GLC 300 Base,2018,48700,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Blue,Brown,True,27900
Porsche,911 Turbo Cabriolet,2009,13500,Gasoline,480.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,Gray,Black,True,130000
Toyota,86 860 Special,2017,87500,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Silver,Black,True,20000
Jaguar,XJ8 L,2000,45000,Gasoline,290.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Silver,Beige,True,12500
Chevrolet,Corvette Base,1996,85760,Gasoline,300.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Silver,Black,True,14500
Hyundai,Tucson SEL,2022,13666,Gasoline,2.5L I4 16V PDI DOHC,Portofino Gray,Black,True,27999
Porsche,911 Carrera S,2007,50500,Gasoline,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Silver,Black,True,56000
Lincoln,Nautilus Reserve,2021,19291,Gasoline,2.0L I4 16V GDI DOHC Turbo,Black,Ebony,True,44340
Ford,Mustang Boss 302,2012,1295,Gasoline,444.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Silver,Black,True,49990
Cadillac,Escalade Premium Luxury,2017,55000,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,White,Beige,True,49900
MINI,Cooper Base,2010,74000,Gasoline,118.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,Yellow,Black,True,9650
Dodge,Durango R/T,2022,14976,Gasoline,5.7L V8 16V MPFI OHV,White Knuckle Clearcoat,Black,True,49999
BMW,X5 xDrive35i,2018,25348,Gasoline,3.0L I6 24V GDI DOHC Turbo,Imperial Blue Metallic,Black,True,33889
Chevrolet,Corvette Base,2010,23133,Gasoline,430.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,White,Black,True,35000
Jaguar,XE 20d Prestige,2018,34322,Diesel,2.0 Liter,Blue,Beige,True,29998
Dodge,Challenger R/T,2021,39960,Gasoline,375.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,White,Gray,True,28500
BMW,550 i xDrive,2016,76400,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Black,Black,True,31300
Ford,Explorer XLT,2022,18533,Gasoline,2.3L I4 16V GDI DOHC Turbo,White,Ebony,True,38978
GMC,Yukon XL Denali,2023,7500,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Gray,Black,True,92888
INFINITI,QX80 SENSORY,2022,26520,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Blue,Brown,True,64000
Land,Rover Range Rover,2014,59500,E85 Flex Fuel,340.0HP 3.0L V6 Cylinder Engine Flex Fuel Capability,Red,Black,True,33800
Honda,Pilot EX-L,2020,44000,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,White,Black,True,34999
Pontiac,Firebird Base,2001,111000,Gasoline,200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,White,Gray,True,11000
Toyota,4Runner Limited,2016,82260,Gasoline,4.0L V6 24V MPFI DOHC,Nautical Blue Pearl,Black,True,31906
Porsche,911 Carrera Cabriolet,2006,52744,Gasoline,325.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,Gray,Black,True,37500
BMW,i8 Base,2019,28200,Plug-In Hybrid,369.0HP 1.5L 3 Cylinder Engine Plug-In Electric/Gas,Gray,Beige,True,79950
Nissan,Maxima GLE,2000,194277,Gasoline,222.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Blue,Beige,True,2300
Pontiac,Firebird Trans Am,2001,91812,Gasoline,310.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Green,Black,True,12850
Chevrolet,Suburban Premier,2018,84224,Gasoline,5.3L V8 16V GDI OHV,Tungsten Metallic,Jet Black,True,43775
BMW,X2 xDrive28i,2018,66690,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Gray,Black,True,24900
Mercedes-Benz,AMG C 43,2018,41500,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,White,Brown,True,39848
BMW,750 i xDrive,2014,85095,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Black,Brown,True,24900
Volvo,S60 T5 Premier,2015,39000,Gasoline,250.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,Silver,Gray,True,17900
Ford,F-350 Platinum,2019,112000,Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,Black,Black,True,61995
Audi,A3 2.0T Premium,2016,90360,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Black,Black,True,15499
Ford,Explorer Limited,2020,82146,Gasoline,2.3L I4 16V GDI DOHC Turbo,Gray,Ebony,True,30825
Ford,Mustang GT Premium,2020,16850,Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Blue,Black,True,41000
Honda,S2000 Base,2003,101000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Silver,Black,True,28000
BMW,M235 i,2015,68750,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Red,Black,True,25999
Lamborghini,Aventador S Base,2018,5858,Gasoline,729.0HP 6.5L 12 Cylinder Engine Gasoline Fuel,White,Gray,True,491836
Dodge,Durango SLT,2004,143000,Gasoline,335.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Beige,Beige,True,3200
Nissan,Armada LE,2005,152270,Gasoline,305.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Green,Beige,True,6900
Kia,Sorento S,2021,19605,Gasoline,2.5L I4 16V PDI DOHC,Glacial White Pearl,Black,True,33591
Chevrolet,Silverado 1500 RST,2020,19200,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Gray,Black,True,69999
Chevrolet,Impala Base,2004,64500,Gasoline,180.0HP 3.4L V6 Cylinder Engine Gasoline Fuel,Beige,Beige,True,5900
Toyota,Tacoma PreRunner,2011,149000,Gasoline,236.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Black,Beige,True,18995
McLaren,570S Spider,2018,5918,Gasoline,3.8L V8 32V MPFI DOHC Twin Turbo,Silician Yellow,Jet Black,True,179900
Pontiac,Firebird Trans Am,1997,134033,Gasoline,285.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Red,Beige,True,7200
Kia,Stinger GT1,2019,37226,Gasoline,"3.3L V-6 gasoline direct injection, DOHC, D-CVVT variable valve",Snow White Pearl,Black,True,34998
Ford,Escape SE,2017,71924,Gasoline,179.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,Beige,Beige,True,13700
Lamborghini,Huracan EVO Coupe,2021,5718,Gasoline,"5.2L V-10 gasoline direct injection, DOHC, variable valve contro",Arancio Borealis,Nero Ade,True,279991
Jeep,Wrangler Unlimited Sport,2014,122200,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Orange,Black,True,21500
Land,Rover Range Rover,2020,37248,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Silver,Black,True,54500
Chevrolet,Silverado 1500 Base,1999,88750,Gasoline,255.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,White,Gray,True,6800
Cadillac,XLR V,2008,64800,Gasoline,443.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Black,Black,False,24700
Ford,Fusion Hybrid Titanium,2014,112180,Hybrid,2.0L I4 16V MPFI DOHC Hybrid,White,Charcoal Black,True,12599
RAM,2500 SLT,2015,149130,Diesel,350.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,White,Black,True,35000
Toyota,Highlander XLE,2018,74000,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,White,Black,True,27950
Ford,F-150 XLT,2019,44460,Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Red,Gray,True,34500
GMC,Acadia SLE-2,2015,96000,Gasoline,281.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Blue,Beige,True,17000
Porsche,Boxster Base,2005,75000,Gasoline,240.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,Silver,Black,False,17500
Dodge,Charger R/T,2014,95000,Gasoline,370.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Black,Black,True,17900
Land,Rover Range Rover,2016,49799,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Brown,Brown,True,37500
Ford,Mustang GT,2006,27407,Gasoline,300.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Silver,Red,True,21750
Alfa,Romeo Giulia Ti,2020,23339,Gasoline,2.0L I4 16V GDI SOHC Turbo,Rosso,Black,False,34645
Jaguar,XK8 Base,1997,50000,Gasoline,290.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,White,Beige,True,6000
Mercedes-Benz,GLC 300 GLC,2021,14745,Gasoline,2.0 Liter Turbo,Graphite Grey,–,True,38998
Chevrolet,Corvette Stingray w/3LT,2021,2700,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Blue,Blue,True,85950
Buick,Regal Turbo -,2012,190000,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Beige,Beige,True,6000
Audi,A4 2.0T Premium,2014,90236,E85 Flex Fuel,220.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,Gray,Black,True,9999
Jeep,Gladiator Overland,2020,4000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Silver,Black,True,50000
Land,Rover Range Rover,2022,2220,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Blue,White,True,115999
GMC,Yukon XL Denali,2017,124000,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Gray,Beige,True,32000
Ford,Ranger Lariat,2019,45163,Gasoline,2.3L I4 16V GDI DOHC Turbo,Red,–,True,35690
Volkswagen,Passat 2.0T SE,2020,49400,Gasoline,174.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Black,Brown,True,20900
Porsche,911 Carrera,2020,11256,Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,Red,Black,True,124900
Chevrolet,Corvette Stingray w/1LT,2021,13700,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,White,Red,True,75000
Land,Rover Range Rover,2011,174678,Gasoline,230.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,Black,Black,True,9500
Lexus,RX 450h F,2022,1600,Hybrid,308.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,White,Black,True,59000
Porsche,911 GT3 RS,2019,15509,Gasoline,4.0L H6 24V GDI DOHC,Lizard Green,Black,True,229900
Ford,Expedition Platinum,2020,69849,Gasoline,3.5L V6 24V GDI DOHC Twin Turbo,Red,Ebony,True,48149
Toyota,Tacoma PreRunner,2008,160000,Gasoline,236.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,White,–,True,17000
Ford,Explorer Sport Trac,2007,228000,Gasoline,292.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Red,Beige,True,3850
Mercedes-Benz,C-Class C 300,2015,102000,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Black,Black,True,17000
Cadillac,SRX Standard,2016,48000,Gasoline,308.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,White,Black,True,24995
Chrysler,Town & Country,2012,163500,E85 Flex Fuel,283.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,Gray,Beige,True,5949
Porsche,911 Carrera,2023,1500,Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,Silver,Black,True,149000
Porsche,718 Cayman GT4,2021,2100,Gasoline,414.0HP 4.0L Flat 6 Cylinder Engine Gasoline Fuel,Yellow,Black,False,136900
Ford,F-350 Lariat,2018,66281,Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,Gray,Black,True,63500
Ford,F-150 XL,2014,27300,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Gray,Gray,True,21500
Mazda,CX-30 Base,2020,19319,Gasoline,2.5L I4 16V GDI DOHC,Snowflake White Pearl,Black,True,24899
Mercedes-Benz,AMG G AMG,2016,32936,Gasoline,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,White,Beige,True,90000
BMW,M4 Base,2017,30450,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,White,Black,True,52999
Jeep,Wrangler Sport,2017,38200,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Red,–,True,29500
Jeep,Wrangler Sport,2020,26315,Gasoline,2.0L I4 16V GDI DOHC Turbo,Black Clearcoat,Black,True,31871
Chevrolet,Silverado 1500 LS,2003,110000,Gasoline,270.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Green,Beige,True,8900
MINI,Hardtop Cooper,2014,19700,Gasoline,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Silver,Black,True,13500
Honda,Element EX,2008,192000,Gasoline,166.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Black,Gray,True,11000
Porsche,911 Carrera 4S,2017,26000,Gasoline,420.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,Gray,Red,True,116911
Subaru,Impreza Outback Sport,2008,98313,Gasoline,170.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Silver,Gray,True,7495
Cadillac,XT5 Premium Luxury,2021,66500,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Silver,Black,True,28500
Nissan,Kicks S,2022,19877,Gasoline,1.6L I4 16V MPFI DOHC,Super Black,Charcoal,True,18999
Kia,Seltos S,2021,16100,Gasoline,146.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Blue,Black,True,25500
GMC,Yukon SLE,2016,83858,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Blue,Gray,True,27633
Mercedes-Benz,GLE 350 Base,2020,24108,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Black,Black,True,56000
Ford,Explorer XLT,2020,42609,Gasoline,2.3L I4 16V GDI DOHC Turbo,Magnetic Metallic,Ebony,True,32107
Subaru,Impreza 2.0i Premium,2017,160000,Gasoline,152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,White,Beige,True,7750
INFINITI,QX80 Base,2017,121525,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Black,Black,True,28500
Kia,Telluride S,2023,6423,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Gray,Black,True,42500
Pontiac,Solstice Base,2007,62310,Gasoline,177.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Gray,Black,True,12900
Mazda,Mazda6 Carbon Edition,2021,21444,Gasoline,2.5L I4 16V,Polymetal Gray Metallic,Red,True,29995
Ford,Transit-350 Base,2015,112000,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,White,Gray,True,29500
Hyundai,Genesis Coupe 3.8,2013,60000,Gasoline,344.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,White,–,True,16500
Dodge,Dart SE,2013,153250,Gasoline,160.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,Silver,Black,True,4399
Jeep,Wrangler Unlimited Sahara,2019,57000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Gray,Black,True,39900
Chevrolet,Tahoe LTZ,2011,140401,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,Red,Beige,True,16000
Ford,F-150 Tremor,2023,5500,Gasoline,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Gray,Black,True,70000
Chevrolet,Corvette Stingray w/2LT,2022,2010,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Gray,Brown,True,89000
Audi,A4 2.0T Premium,2013,96800,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Gray,Black,True,11000
Cadillac,CTS Performance,2014,34988,Gasoline,318.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Red,Black,True,21500
Nissan,Frontier SV,2012,65750,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Black,Gray,True,15995
Chevrolet,Silverado 1500 LTZ,2019,56654,Gasoline,6.2L V8 16V GDI OHV,Cajun Red Tintcoat,Jet Black,True,43860
Lincoln,MKT Base,2016,140200,Gasoline,303.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Black,Black,True,10500
Chevrolet,Cruze LT Automatic,2016,122971,Gasoline,1.4L I4 16V GDI DOHC Turbo,Kinetic Blue,Jet Black,True,12999
Nissan,Xterra S,2008,227010,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Gray,Gray,True,3850
Ford,F-150 Lariat SuperCrew,2004,271000,Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,Red,Beige,True,9500
Porsche,911 Turbo,2022,13800,Gasoline,572.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Gray,Red,True,234000
Dodge,Ram 2500 Quad,2001,171079,Diesel,245.0HP 5.9L Straight 6 Cylinder Engine Diesel Fuel,Silver,Gray,True,27500
Chevrolet,Colorado ZR2,2021,24915,Gasoline,3.6L V6 24V GDI DOHC,Satin Steel Metallic,Jet Black,True,44791
Nissan,Kicks S,2022,15577,Gasoline,1.6L I4 16V MPFI DOHC,Electric Blue Metallic,Charcoal,True,19599
Audi,S4 3.0T Premium,2014,102370,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Gray,Black,True,21373
Lamborghini,Gallardo LP570-4 Superleggera,2011,16000,Gasoline,562.0HP 5.2L 10 Cylinder Engine Gasoline Fuel,Yellow,Black,True,229000
Mercedes-Benz,C-Class C 250,2012,122000,Gasoline,201.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,White,White,True,15000
FIAT,500X Trekking Plus,2016,48500,Gasoline,180.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Yellow,Brown,True,15999
Ford,F-150 XLT,2018,53500,Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Brown,Beige,True,31500
Ford,F-250 XL Crew,2004,315000,Diesel,325.0HP 6.0L 8 Cylinder Engine Diesel Fuel,White,Gray,True,9200
Ford,E350 Super Duty,2006,158000,Gasoline,305.0HP 6.8L 10 Cylinder Engine Gasoline Fuel,White,Gray,True,8500
Kia,Sorento SXL,2019,43850,Gasoline,290.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,Black,Black,True,30000
Mercedes-Benz,C-Class C 300,2015,73500,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,White,Black,True,19000
Nissan,Altima 2.5 SL,2014,153350,Gasoline,182.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Black,Black,True,9000
Volkswagen,Tiguan 2.0T SEL,2019,74000,Gasoline,184.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,White,Silver,True,25500
BMW,328 i xDrive,2013,52000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,White,Beige,True,17500
Nissan,Pathfinder S,2017,145000,Gasoline,284.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Silver,Gray,True,8500
Subaru,Ascent Touring 7-Passenger,2020,40971,Gasoline,260.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Blue,Brown,True,32500
Ford,E350 Super Duty,2010,248000,E85 Flex Fuel,255.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,Silver,Beige,True,14000
BMW,M3 CS,2018,38000,Gasoline,453.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,White,Black,True,60500
Acura,TLX V6 Advance,2016,128000,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Gray,Black,True,19500
Chevrolet,Silverado 1500 ZR2,2022,7455,Gasoline,6.2L V8 16V GDI OHV,Glacier Blue Metallic,Jet Black,True,68990
Jeep,Wrangler SE,1999,137790,Gasoline,120.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Red,–,True,12000
Ford,Edge Sport,2016,92000,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,White,Black,True,19995
Porsche,911 Carrera Cabriolet,2001,21450,Gasoline,300.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,Black,Black,True,36000
Nissan,Murano SL,2021,43875,Gasoline,3.5L V6 24V MPFI DOHC,Magnetic Black,Graphite,True,29725
Pontiac,G8 GT,2009,81327,Gasoline,355.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Black,Black,True,17500
Mercedes-Benz,E-Class E 350,2021,72836,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,White,Beige,True,41000
McLaren,720S Performance,2020,5072,Gasoline,4.0L V8 32V MPFI DOHC Twin Turbo,Black,Red,True,279950
Jeep,Commander Sport,2007,161900,E85 Flex Fuel,235.0HP 4.7L 8 Cylinder Engine Flex Fuel Capability,Blue,Gray,True,4800
Audi,A5 45 S,2022,24500,Hybrid,261.0HP 2.0L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,White,Black,True,47000
BMW,M550 i xDrive,2018,14993,Gasoline,456.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Gray,Black,True,44900
Volkswagen,Jetta 1.4T R-Line,2019,96000,Gasoline,147.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,Orange,White,True,14980
Cadillac,CTS 2.0L Turbo,2019,35566,Gasoline,265.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,White,Beige,True,26000
Lexus,IS-F Base,2008,113000,Gasoline,416.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Black,Black,True,34000
Ford,Explorer XLT,2022,20678,Gasoline,300.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,Red,Black,True,46000
Porsche,911 Turbo Cabriolet,2008,10900,Gasoline,480.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,Black,Black,True,129000
Buick,LaCrosse Leather,2012,19079,Hybrid,182.0HP 2.4L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,Gold,Beige,True,15995
Mazda,RX-8 Sport,2008,155500,Gasoline,212.0HP 1.3L Rotary engine Gasoline Fuel,Blue,Black,True,6800
Ford,Mustang GT Premium,2019,35500,Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,White,Black,True,32300
Mazda,Mazda6 Touring,2021,52253,Gasoline,2.5L I4 16V GDI DOHC,Snowflake White Pearl,Black,True,25215
Ford,Ranger Edge SuperCab,2004,110000,Gasoline,148.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,White,Gray,True,8500
Volkswagen,Golf GTI 2.0T,2016,59250,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Gray,Black,True,18999
Ford,Thunderbird Deluxe,2004,39000,Gasoline,280.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,Black,Beige,False,22000
Hummer,H2 Base,2008,155000,Gasoline,393.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Green,Black,True,37000
BMW,X5 sDrive35i,2017,39250,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Black,Beige,True,28900
BMW,X3 xDrive30i,2020,23647,Gasoline,2.0L I4 16V GDI DOHC Turbo,Black Sapphire Metallic,Canberra Beige,True,37998
Hyundai,Accent GLS,2014,127941,Gasoline,138.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,Silver,Gray,True,7500
RAM,1500 Big Horn,2014,124000,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Black,Black,True,24850
Ford,Bronco Heritage Edition,2023,1500,Gasoline,275.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,Red,–,True,60000
MINI,Countryman Cooper S,2014,70700,Gasoline,181.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,White,Black,True,15750
Cadillac,Escalade Premium,2013,113395,E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,Beige,Beige,True,18800
Mercedes-Benz,GLE 350 GLE,2022,18815,Gasoline,2.0 Liter Turbo,Black,Black,True,61998
Toyota,4Runner Limited,2014,65000,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Gray,Red,True,27999
Audi,A8 L 55,2019,23350,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,Black,Brown,True,48000
Lexus,ES 350 Base,2019,39000,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Black,Red,True,34000
Toyota,4Runner Limited Nightshade,2019,48842,Gasoline,4.0L V6 24V MPFI DOHC,White,–,True,39857
FIAT,500 Sport,2015,47800,Gasoline,101.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,Black,Black,True,11500
Ford,Maverick XLT,2022,52000,Hybrid,191.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,Blue,Gray,True,28000
Ford,Mustang GT,2006,16000,Gasoline,300.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Silver,Black,True,22000
